#sl_no Z X M L T_eff
2964 0.0024 0.74541 2.23358 119.76319 6733.60291
2965 0.0024 0.74541 2.69794 294.40716 7717.97791
2966 0.0024 0.74541 2.51345 210.11835 5609.77478
2967 0.0024 0.74541 2.92345 431.4833 7972.27478
2968 0.0024 0.74541 2.0037 71.40259 7578.52478
2969 0.0024 0.74541 2.42027 85.47498 4625.39978
2970 0.0024 0.74541 2.89597 240.46825 4904.30603
2971 0.0024 0.74541 2.7429 123.87162 5343.17322
2972 0.0024 0.74541 2.61639 243.18711 6672.07947
2973 0.0024 0.74541 2.33606 141.76387 7787.70447
2974 0.0024 0.74541 2.15586 101.17686 5679.50134
2975 0.0024 0.74541 2.80843 173.56261 4563.87634
2976 0.0024 0.74541 2.53132 88.40716 7434.97009
2977 0.0024 0.74541 2.43748 217.32637 6319.34509
2978 0.0024 0.74541 2.48689 112.58172 6903.81775
2979 0.0024 0.74541 2.26277 71.80512 6346.00525
2980 0.0024 0.74541 2.19956 128.84324 4098.349
2981 0.0024 0.74541 2.86537 221.02258 5082.724
2982 0.0024 0.74541 2.66943 157.74379 7190.92712
2983 0.0024 0.74541 2.12804 53.60463 4959.67712
2984 0.0024 0.74541 2.38341 91.95541 6206.55212
2985 0.0024 0.74541 2.79191 136.29368 7957.91931
2986 0.0024 0.74541 2.10307 104.06105 4315.73181
2987 0.0024 0.74541 2.95468 178.51027 5431.35681
2988 0.0024 0.74541 2.56441 267.57434 4036.82556
2989 0.0024 0.74541 2.04432 44.27866 6005.57556
2990 0.0024 0.74541 2.46934 108.84775 5152.45056
2991 0.0024 0.74541 2.27886 77.68463 7260.65369
2992 0.0024 0.74541 2.75263 190.96777 6145.02869
2993 0.0024 0.74541 2.57654 97.27278 5866.12244
2994 0.0024 0.74541 2.30048 166.86542 4750.49744
2995 0.0024 0.74541 2.2561 148.70224 5413.92517
2996 0.0024 0.74541 2.72515 255.08945 4298.30017
2997 0.0024 0.74541 2.19308 63.27378 7136.58142
2998 0.0024 0.74541 2.59946 118.75756 7694.39392
2999 0.0024 0.74541 2.12177 111.01058 6160.40955
3000 0.0024 0.74541 2.98095 272.8911 7276.03455
3001 0.0024 0.74541 2.5388 182.05731 6406.5033
3002 0.0024 0.74541 2.95293 373.85925 4044.0033
3003 0.0024 0.74541 2.02391 61.86687 4175.2533
3004 0.0024 0.74541 2.44468 106.12877 7522.1283
3005 0.0024 0.74541 2.1068 51.10346 7312.94861
3006 0.0024 0.74541 2.35962 125.62478 4359.82361
3007 0.0024 0.74541 2.04794 91.6973 5098.10486
3008 0.0024 0.74541 2.71872 143.77026 6640.29236
3009 0.0024 0.74541 2.50901 102.60882 4548.49548
3010 0.0024 0.74541 2.41599 176.01906 5532.87048
3011 0.0024 0.74541 2.1776 89.65839 6468.02673
3012 0.0024 0.74541 2.83676 220.40221 7452.40173
3013 0.0024 0.74541 2.13433 114.1751 8049.17908
3014 0.0024 0.74541 2.78039 280.67027 6933.55408
3015 0.0024 0.74541 2.55383 130.66677 5079.64783
3016 0.0024 0.74541 2.45916 224.15073 3964.02283
3017 0.0024 0.74541 2.23754 58.15709 5571.83533
3018 0.0024 0.74541 2.80678 351.44119 5965.58533
3019 0.0024 0.74541 2.291 159.97635 6055.8197
3020 0.0024 0.74541 2.59027 200.31434 4825.35095
3021 0.0024 0.74541 2.06494 68.07099 6794.10095
3022 0.0024 0.74541 2.31273 81.48676 5940.97595
3023 0.0024 0.74541 2.48836 231.84012 7979.45251
3024 0.0024 0.74541 2.39611 135.14924 6995.07751
3025 0.0024 0.74541 2.07962 82.40809 7733.35876
3026 0.0024 0.74541 2.32917 68.84063 4517.73376
3027 0.0024 0.74541 2.92173 202.5792 6748.98376
3028 0.0024 0.74541 2.14951 49.13155 6609.53064
3029 0.0024 0.74541 2.3624 189.36424 7101.71814
3030 0.0024 0.74541 2.21128 96.45599 4886.87439
3031 0.0024 0.74541 2.671 165.46427 5871.24939
3032 0.0024 0.74541 2.25328 94.74302 7358.19397
3033 0.0024 0.74541 2.72173 162.52577 6373.81897
3034 0.0024 0.74541 2.31803 186.0013 4651.16272
3035 0.0024 0.74541 2.11911 84.66796 4019.52209
3036 0.0024 0.74541 2.37341 70.72845 7235.14709
3037 0.0024 0.74541 2.97722 208.13452 5003.89709
3038 0.0024 0.74541 2.53562 238.19787 4265.61584
3039 0.0024 0.74541 2.02137 39.41739 6496.86584
3040 0.0024 0.74541 2.44162 138.85543 5249.99084
3041 0.0024 0.74541 2.63946 196.75694 7419.71741
3042 0.0024 0.74541 2.10416 66.86211 5450.96741
3043 0.0024 0.74541 2.35666 80.03963 6304.09241
3044 0.0024 0.74541 2.24796 157.13532 5697.06116
3045 0.0024 0.74541 2.50586 134.25004 6673.23303
3046 0.0024 0.74541 2.28003 59.75193 6181.04553
3047 0.0024 0.74541 2.86008 361.07875 6312.29553
3048 0.0024 0.74541 2.17487 117.30612 4195.88928
3049 0.0024 0.74541 2.8332 288.36708 5311.51428
3050 0.0024 0.74541 2.1367 87.08155 5777.04163
3051 0.0024 0.74541 2.78347 214.0677 4792.66663
3052 0.0024 0.74541 2.55666 99.65977 7204.38538
3053 0.0024 0.74541 2.46188 170.96015 6220.01038
3054 0.0024 0.74541 2.00948 93.15861 6654.776
3055 0.0024 0.74541 2.77036 146.06142 5112.5885
3056 0.0024 0.74541 2.06722 51.91786 4932.11975
3057 0.0024 0.74541 2.3153 127.62677 7885.24475
3058 0.0024 0.74541 2.49111 176.82486 5838.56506
3059 0.0024 0.74541 2.89747 363.11429 7676.06506
3060 0.0024 0.74541 2.39876 103.07856 4722.94006
3061 0.0024 0.74541 2.08192 107.82006 5592.47131
3062 0.0024 0.74541 2.92496 265.04803 4476.84631
3063 0.0024 0.74541 2.15189 64.28212 4616.29944
3064 0.0024 0.74541 2.64883 120.65011 4058.48694
3065 0.0024 0.74541 2.21373 151.07199 6831.14319
3066 0.0024 0.74541 2.67396 259.15462 7946.76819
3067 0.0024 0.74541 2.62548 95.5453 6413.8092
3068 0.0024 0.74541 2.34417 163.90204 7529.4342
3069 0.0024 0.74541 2.23605 76.30502 4461.46545
3070 0.0024 0.74541 2.70093 187.57636 5577.09045
3071 0.0024 0.74541 2.00592 45.49291 5716.54358
3072 0.0024 0.74541 2.42295 111.83268 6569.66858
3073 0.0024 0.74541 2.84493 140.03125 4322.01233
3074 0.0024 0.74541 2.06357 106.91471 7964.19983
3075 0.0024 0.74541 2.3112 62.32503 4879.82483
3076 0.0024 0.74541 2.89918 183.40555 6848.57483
3077 0.0024 0.74541 2.61929 154.9424 4531.19202
3078 0.0024 0.74541 2.08807 52.65266 6762.44202
3079 0.0024 0.74541 2.33865 90.32236 5515.56702
3080 0.0024 0.74541 2.15825 132.37651 7623.77014
3081 0.0024 0.74541 2.81154 227.08367 6639.39514
3082 0.0024 0.74541 2.53412 115.66905 5376.11389
3083 0.0024 0.74541 2.22027 73.77423 5933.92639
3084 0.0024 0.74541 2.48377 85.86628 4844.96155
3085 0.0024 0.74541 2.19681 98.26896 6042.6178
3086 0.0024 0.74541 2.86177 168.57431 7158.2428
3087 0.0024 0.74541 2.66608 247.0626 5050.03967
3088 0.0024 0.74541 2.38043 144.02305 3934.41467
3089 0.0024 0.74541 2.02735 80.26492 5328.94592
3090 0.0024 0.74541 2.69138 125.84566 6936.75842
3091 0.0024 0.74541 2.95097 233.55703 7375.62561
3092 0.0024 0.74541 2.56119 204.07941 6112.34436
3093 0.0024 0.74541 2.97898 419.08218 4274.84436
3094 0.0024 0.74541 2.04176 69.35044 4143.59436
3095 0.0024 0.74541 2.46624 83.01837 7096.71936
3096 0.0024 0.74541 2.276 121.67177 4988.51624
3097 0.0024 0.74541 2.74918 299.0989 4004.14124
3098 0.0024 0.74541 2.17102 56.64461 7498.67249
3099 0.0024 0.74541 2.57331 152.35127 7990.85999
3100 0.0024 0.74541 2.77609 149.1732 6282.04651
3101 0.0024 0.74541 2.09116 95.14332 5986.73401
3102 0.0024 0.74541 2.93794 163.21245 4871.10901
3103 0.0024 0.74541 2.03274 48.46292 7676.57776
3104 0.0024 0.74541 2.45535 119.13368 4592.20276
3105 0.0024 0.74541 2.28745 85.02569 6700.40588
3106 0.0024 0.74541 2.76301 209.0139 7816.03088
3107 0.0024 0.74541 2.58626 106.46489 4190.24963
3108 0.0024 0.74541 2.30915 182.63391 5305.87463
3109 0.0024 0.74541 2.49627 123.2205 7336.14807
3110 0.0024 0.74541 2.2713 65.65163 7893.96057
3111 0.0024 0.74541 2.20785 141.01871 5646.30432
3112 0.0024 0.74541 2.87617 241.90884 4661.92932
3113 0.0024 0.74541 2.65431 172.65031 6770.13245
3114 0.0024 0.74541 2.11599 58.67017 4538.88245
3115 0.0024 0.74541 2.36991 100.64504 7754.50745
3116 0.0024 0.74541 2.39523 72.23528 4221.01135
3117 0.0024 0.74541 2.73381 113.25617 4713.19885
3118 0.0024 0.74541 2.60772 222.34668 7288.9801
3119 0.0024 0.74541 2.32832 129.61511 6173.3551
3120 0.0024 0.74541 2.1691 92.50629 4065.15198
3121 0.0024 0.74541 2.82569 158.6888 5180.77698
3122 0.0024 0.74541 2.45245 198.70213 7920.62073
3123 0.0024 0.74541 2.14365 61.02492 5275.11292
3124 0.0024 0.74541 2.63868 137.11018 5767.30042
3125 0.0024 0.74541 2.2473 109.49983 7227.45667
3126 0.0024 0.74541 2.71451 269.17731 6243.08167
3127 0.0024 0.74541 2.50512 192.11182 4134.87854
3128 0.0024 0.74541 2.91376 394.50642 6497.37854
3129 0.0024 0.74541 2.41225 78.15002 5119.25354
3130 0.0024 0.74541 2.88637 263.19209 5398.15979
3131 0.0024 0.74541 2.38817 147.92061 7488.93127
3132 0.0024 0.74541 2.07272 75.34595 6258.46252
3133 0.0024 0.74541 2.32145 62.94119 5011.58752
3134 0.0024 0.74541 2.91204 185.21874 7242.83752
3135 0.0024 0.74541 2.22486 105.57092 5380.72815
3136 0.0024 0.74541 2.68741 181.10036 4396.35315
3137 0.0024 0.74541 2.14745 124.96445 6434.82971
3138 0.0024 0.74541 2.79747 307.19313 7550.45471
3139 0.0024 0.74541 2.56952 143.01456 4449.67346
3140 0.0024 0.74541 2.82402 321.32369 4351.23596
3141 0.0024 0.74541 2.2834 175.09384 7657.09534
3142 0.0024 0.74541 2.58168 219.2437 5442.25159
3143 0.0024 0.74541 2.05809 74.50358 7411.00159
3144 0.0024 0.74541 2.30507 89.18712 4326.62659
3145 0.0024 0.74541 2.6278 282.3517 4923.40393
3146 0.0024 0.74541 2.09486 46.72404 6892.15393
3147 0.0024 0.74541 2.34625 114.8591 5907.77893
3148 0.0024 0.74541 2.03634 100.36254 4677.31018
3149 0.0024 0.74541 2.70332 131.44957 7072.62268
3150 0.0024 0.74541 2.51847 93.81554 4980.82581
3151 0.0024 0.74541 2.4251 160.93473 3996.45081
3152 0.0024 0.74541 2.18581 81.97493 8015.98206
3153 0.0024 0.74541 2.84745 201.51437 7031.60706
3154 0.0024 0.74541 2.26461 135.95888 4853.67737
3155 0.0024 0.74541 2.73542 233.22902 5969.30237
3156 0.0024 0.74541 2.20135 69.25304 6576.33362
3157 0.0024 0.74541 2.60926 108.58038 6018.52112
3158 0.0024 0.74541 2.10975 121.50089 7831.41174
3159 0.0024 0.74541 2.96407 298.67885 6715.78674
3160 0.0024 0.74541 2.52442 166.45553 8077.50549
3161 0.0024 0.74541 2.93621 341.82059 5715.00549
3162 0.0024 0.74541 2.01244 56.56506 5846.25549
3163 0.0024 0.74541 2.43083 97.03384 6961.88049
3164 0.0024 0.74541 2.62122 164.47891 5511.7218
3165 0.0024 0.74541 2.08961 55.89336 7742.9718
3166 0.0024 0.74541 2.34037 95.88159 4527.3468
3167 0.0024 0.74541 2.51216 112.22629 4387.89368
3168 0.0024 0.74541 2.28576 71.57842 4945.70618
3169 0.0024 0.74541 2.18033 140.52411 6635.54993
3170 0.0024 0.74541 2.84032 241.06039 7619.92493
3171 0.0024 0.74541 2.26963 79.20041 5581.44836
3172 0.0024 0.74541 2.74149 194.69393 4465.82336
3173 0.0024 0.74541 2.33485 155.48775 6418.16711
3174 0.0024 0.74541 2.80698 132.84242 5441.99524
3175 0.0024 0.74541 2.11443 101.426 6852.93274
3176 0.0024 0.74541 2.97063 173.99 7968.55774
3177 0.0024 0.74541 2.0169 47.21914 4605.27649
3178 0.0024 0.74541 2.43622 116.07616 7689.65149
3179 0.0024 0.74541 2.48561 211.82319 7092.87415
3180 0.0024 0.74541 2.39346 86.1685 6108.49915
3181 0.0024 0.74541 2.91849 221.56684 6387.4054
3182 0.0024 0.74541 2.1675 53.73662 6510.45227
3183 0.0024 0.74541 2.71892 324.72848 6116.70227
3184 0.0024 0.74541 2.66805 144.52996 7002.63977
3185 0.0024 0.74541 2.22979 126.2886 4000.29602
3186 0.0024 0.74541 2.69337 310.44819 4984.67102
3187 0.0024 0.74541 2.14207 104.3173 7162.60071
3188 0.0024 0.74541 2.79046 178.94984 6046.97571
3189 0.0024 0.74541 2.46806 204.7977 4849.31946
3190 0.0024 0.74541 2.75121 122.10001 8056.74133
3191 0.0024 0.74541 2.57521 262.26899 3938.77258
3192 0.0024 0.74541 2.05294 43.40072 6170.02258
3193 0.0024 0.74541 2.29929 152.88749 5054.39758
3194 0.0024 0.74541 2.99705 254.28411 7177.98157
3195 0.0024 0.74541 2.2576 162.18352 4585.79407
3196 0.0024 0.74541 2.60118 185.60961 6308.45032
3197 0.0024 0.74541 2.07364 63.07401 4339.70032
3198 0.0024 0.74541 2.32248 75.50496 7424.07532
3199 0.0024 0.74541 2.16367 110.66011 5315.87219
3200 0.0024 0.74541 2.81861 272.02955 4200.24719
3201 0.0024 0.74541 2.54049 138.56302 7793.21594
3202 0.0024 0.74541 2.22585 61.67155 7301.02844
3203 0.0024 0.74541 2.1484 50.94212 4155.13
3204 0.0024 0.74541 2.36119 196.34259 5631.6925
3205 0.0024 0.74541 2.25228 91.4078 6369.97375
3206 0.0024 0.74541 2.72053 156.80441 7354.34875
3207 0.0024 0.74541 2.51067 229.81263 5246.14563
3208 0.0024 0.74541 2.00149 38.02979 7477.39563
3209 0.0024 0.74541 2.4176 133.96733 4261.77063
3210 0.0024 0.74541 2.059 89.37533 5000.05188
3211 0.0024 0.74541 2.30609 74.6608 6246.92688
3212 0.0024 0.74541 2.89277 219.70637 4015.67688
3213 0.0024 0.74541 2.09579 113.81464 4481.20422
3214 0.0024 0.74541 2.94445 279.78416 5596.82922
3215 0.0024 0.74541 2.55553 170.60013 4727.29797
3216 0.0024 0.74541 2.97239 350.33165 6564.79797
3217 0.0024 0.74541 2.03724 57.97348 6958.54797
3218 0.0024 0.74541 2.46079 99.4499 5842.92297
3219 0.0024 0.74541 2.29252 145.75384 7951.1261
3220 0.0024 0.74541 2.76913 250.03165 6835.5011
3221 0.0024 0.74541 2.18678 67.85608 5736.28235
3222 0.0024 0.74541 2.59199 127.358 5178.46985
3223 0.0024 0.74541 2.49001 102.86149 6216.16516
3224 0.0024 0.74541 2.3977 176.4525 7200.54016
3225 0.0024 0.74541 2.20232 82.14792 4788.82141
3226 0.0024 0.74541 2.86896 201.93963 5773.19641
3227 0.0024 0.74541 2.64766 295.96284 7881.39954
3228 0.0024 0.74541 2.11069 48.97644 5912.64954
3229 0.0024 0.74541 2.36397 120.39603 6897.02454
3230 0.0024 0.74541 2.01334 96.15147 7635.30579
3231 0.0024 0.74541 2.67278 150.75386 4124.36829
3232 0.0024 0.74541 2.47755 147.60911 5569.65637
3233 0.0024 0.74541 2.25427 54.88146 5077.46887
3234 0.0024 0.74541 2.82777 331.64668 5471.21887
3235 0.0024 0.74541 2.1913 117.88456 7554.81262
3236 0.0024 0.74541 2.8546 289.78901 6439.18762
3237 0.0024 0.74541 2.6594 206.82238 4330.9845
3238 0.0024 0.74541 2.12005 70.28255 6299.7345
3239 0.0024 0.74541 2.37446 84.13419 5446.6095
3240 0.0024 0.74541 2.68464 105.3486 7661.45325
3241 0.0024 0.74541 2.79458 124.7013 4515.55481
3242 0.0024 0.74541 2.10509 79.53503 7238.99231
3243 0.0024 0.74541 2.3577 66.44059 4023.36731
3244 0.0024 0.74541 2.95751 195.51653 6254.61731
3245 0.0024 0.74541 2.56687 244.81596 7485.08606
3246 0.0024 0.74541 2.04628 40.51256 5253.83606
3247 0.0024 0.74541 2.47171 142.71339 6500.71106
3248 0.0024 0.74541 2.28104 101.85453 4392.50793
3249 0.0024 0.74541 2.75527 174.72512 5376.88293
3250 0.0024 0.74541 2.17583 47.41864 6115.16418
3251 0.0024 0.74541 2.57902 88.9993 6607.35168
3252 0.0024 0.74541 2.13764 73.10337 7696.31653
3253 0.0024 0.74541 2.6313 114.61722 7138.50403
3254 0.0024 0.74541 2.24101 131.17275 5973.66028
3255 0.0024 0.74541 2.70691 225.01871 4858.03528
3256 0.0024 0.74541 2.52181 160.59583 6966.2384
3257 0.0024 0.74541 2.93317 329.78755 4603.7384
3258 0.0024 0.74541 2.01037 54.57381 4734.9884
3259 0.0024 0.74541 2.42832 93.61798 8081.8634
3260 0.0024 0.74541 2.9056 315.28478 7835.76965
3261 0.0024 0.74541 2.73906 135.67257 6084.40247
3262 0.0024 0.74541 2.61272 266.35498 5903.93372
3263 0.0024 0.74541 2.08284 44.07688 7872.68372
3264 0.0024 0.74541 2.33279 108.35172 4919.55872
3265 0.0024 0.74541 2.15284 77.33061 7027.76184
3266 0.0024 0.74541 2.8045 190.09752 8012.13684
3267 0.0024 0.74541 2.52777 96.8295 3992.60559
3268 0.0024 0.74541 2.43406 166.10499 4976.98059
3269 0.0024 0.74541 2.7765 256.79802 5642.45911
3270 0.0024 0.74541 2.55025 119.55299 6347.92786
3271 0.0024 0.74541 2.2344 63.69758 6905.74036
3272 0.0024 0.74541 2.58664 183.27672 7750.66223
3273 0.0024 0.74541 2.06205 62.28125 5519.41223
3274 0.0024 0.74541 2.30949 106.83961 6766.28723
3275 0.0024 0.74541 2.40408 123.6542 5712.18567
3276 0.0024 0.74541 2.87659 141.51504 7402.02942
3277 0.0024 0.74541 2.08653 90.25892 4875.46692
3278 0.0024 0.74541 2.93144 154.83356 5991.09192
3279 0.0024 0.74541 2.6547 100.99927 5310.23254
3280 0.0024 0.74541 2.37026 173.25798 4194.60754
3281 0.0024 0.74541 2.21863 88.25199 7820.38879
3282 0.0024 0.74541 2.67989 216.94492 6704.76379
3283 0.0024 0.74541 2.25827 113.6548 6239.23645
3284 0.0024 0.74541 2.72777 279.39123 7223.61145
3285 0.0024 0.74541 2.19518 57.89206 4286.8927
3286 0.0024 0.74541 2.60195 130.07131 4779.0802
3287 0.0024 0.74541 2.98381 249.68051 4409.93958
3288 0.0024 0.74541 2.54124 199.40149 5115.40833
3289 0.0024 0.74541 2.95577 409.47594 7477.90833
3290 0.0024 0.74541 2.02585 67.76078 7084.15833
3291 0.0024 0.74541 2.44703 81.11541 4131.03333
3292 0.0024 0.74541 2.63285 236.03183 6177.71301
3293 0.0024 0.74541 2.35076 137.59276 7293.33801
3294 0.0024 0.74541 2.04025 83.89804 6456.61926
3295 0.0024 0.74541 2.70851 109.88523 5833.18176
3296 0.0024 0.74541 2.49958 78.42508 7924.97864
3297 0.0024 0.74541 2.40692 192.78798 6809.35364
3298 0.0024 0.74541 2.16942 98.19994 5185.13489
3299 0.0024 0.74541 2.8261 168.45589 4069.50989
3300 0.0024 0.74541 2.87999 153.9656 6530.44739
