#sl_no Z X M/M_Sun L/L_Sun T_eff
10984 0.0024 0.74541 3.92822 691.51408 5022.54639
10985 0.0024 0.74541 7.45818 4605.09427 6663.17139
10986 0.0024 0.74541 4.86416 966.30344 3906.92139
10987 0.0024 0.74541 10.39939 34285.73984 6006.92139
10988 0.0024 0.74541 4.39724 888.76184 5301.45264
10989 0.0024 0.74541 3.15359 186.49208 5957.70264
10990 0.0024 0.74541 6.74225 6616.98881 8057.70264
10991 0.0024 0.74541 7.5922 7397.72019 4710.82764
10992 0.0024 0.74541 9.18052 18055.01695 6285.82764
10993 0.0024 0.74541 5.98746 3788.54893 6942.07764
10994 0.0024 0.74541 4.95156 1552.29015 6417.07764
10995 0.0024 0.74541 3.72385 407.12043 5629.57764
10996 0.0024 0.74541 7.96145 14445.17809 7729.57764
10997 0.0024 0.74541 5.44493 2425.0623 4579.57764
10998 0.0024 0.74541 9.51341 10930.22622 4021.76514
10999 0.0024 0.74541 4.04656 1174.57067 5859.26514
11000 0.0024 0.74541 10.97012 21342.93543 5990.51514
11001 0.0024 0.74541 4.55668 2051.47699 4743.64014
11002 0.0024 0.74541 3.42688 538.04258 5531.14014
11003 0.0024 0.74541 8.85929 7821.97909 5006.14014
11004 0.0024 0.74541 3.26672 428.22414 7558.3374
11005 0.0024 0.74541 3.95014 1045.13199 5983.3374
11006 0.0024 0.74541 6.05672 4980.76604 7427.0874
11007 0.0024 0.74541 5.00884 2040.77978 7952.0874
11008 0.0024 0.74541 3.11521 535.23702 6639.5874
11009 0.0024 0.74541 8.05355 7781.1922 6114.5874
11010 0.0024 0.74541 9.97241 21231.64493 6967.7124
11011 0.0024 0.74541 6.50392 2851.73156 6311.4624
11012 0.0024 0.74541 5.44291 3768.79394 5950.5249
11013 0.0024 0.74541 4.50123 1544.19589 5425.5249
11014 0.0024 0.74541 8.75148 14369.85522 4638.0249
11015 0.0024 0.74541 5.98524 2412.41707 7788.0249
11016 0.0024 0.74541 3.22817 207.4089 5819.2749
11017 0.0024 0.74541 6.9017 7359.14555 7919.2749
11018 0.0024 0.74541 3.90352 506.20612 7394.2749
11019 0.0024 0.74541 8.34558 17960.87096 5294.2749
11020 0.0024 0.74541 7.41129 6582.48522 4834.8999
11021 0.0024 0.74541 4.83358 884.12749 6278.6499
11022 0.0024 0.74541 10.33401 31370.02701 4178.6499
11023 0.0024 0.74541 4.42178 961.26475 7148.18115
11024 0.0024 0.74541 6.77988 4581.08149 5704.43115
11025 0.0024 0.74541 3.57096 281.8581 4457.55615
11026 0.0024 0.74541 7.63457 10000.70272 6557.55615
11027 0.0024 0.74541 4.31802 687.90825 6032.55615
11028 0.0024 0.74541 9.23176 24407.90575 3932.55615
11029 0.0024 0.74541 6.02087 3278.35151 4588.80615
11030 0.0024 0.74541 4.9792 1343.24588 4063.80615
11031 0.0024 0.74541 3.74463 352.29422 8001.30615
11032 0.0024 0.74541 8.00589 12499.87061 5901.30615
11033 0.0024 0.74541 5.47532 2098.4833 6951.30615
11034 0.0024 0.74541 9.5665 16519.59012 6393.49365
11035 0.0024 0.74541 6.54264 2773.31543 5343.49365
11036 0.0024 0.74541 7.19454 4332.60671 7180.99365
11037 0.0024 0.74541 3.446 650.59657 7902.86865
11038 0.0024 0.74541 8.90873 9458.27131 7377.86865
11039 0.0024 0.74541 3.6136 813.18015 4621.61865
11040 0.0024 0.74541 3.29594 527.82682 5794.66553
11041 0.0024 0.74541 8.52079 7673.46391 5269.66553
11042 0.0024 0.74541 3.14307 422.2955 4088.41553
11043 0.0024 0.74541 3.80062 1030.66245 6713.41553
11044 0.0024 0.74541 10.0616 13402.28827 4285.29053
11045 0.0024 0.74541 4.27974 1440.22039 5597.79053
11046 0.0024 0.74541 10.55097 26170.01401 5729.04053
11047 0.0024 0.74541 7.93491 6863.63144 6516.54053
11048 0.0024 0.74541 7.30211 8113.5367 4449.35303
11049 0.0024 0.74541 4.12999 558.09766 3924.35303
11050 0.0024 0.74541 8.82975 19802.05239 6024.35303
11051 0.0024 0.74541 6.33248 4155.13564 6680.60303
11052 0.0024 0.74541 5.23689 1702.49249 6155.60303
11053 0.0024 0.74541 3.93843 446.51413 5893.10303
11054 0.0024 0.74541 8.42022 15842.91912 7993.10303
11055 0.0024 0.74541 5.75869 2659.71563 4843.10303
11056 0.0024 0.74541 4.65062 779.87088 5039.97803
11057 0.0024 0.74541 9.94285 27670.86306 7139.97803
11058 0.0024 0.74541 3.03309 163.6431 5696.22803
11059 0.0024 0.74541 6.48464 5806.27639 7796.22803
11060 0.0024 0.74541 7.08856 5340.34827 6926.69678
11061 0.0024 0.74541 5.08373 1120.58442 4170.44678
11062 0.0024 0.74541 10.86883 39759.83561 6270.44678
11063 0.0024 0.74541 5.7246 3057.60993 8042.32178
11064 0.0024 0.74541 4.73419 1252.80097 7517.32178
11065 0.0024 0.74541 3.56037 801.92191 6204.82178
11066 0.0024 0.74541 9.2044 11658.21553 6729.82178
11067 0.0024 0.74541 3.0876 262.87972 7911.07178
11068 0.0024 0.74541 3.73354 641.58925 5286.07178
11069 0.0024 0.74541 9.53815 17225.1626 4859.50928
11070 0.0024 0.74541 6.84052 3614.41761 4203.25928
11071 0.0024 0.74541 3.43579 347.41681 5450.13428
11072 0.0024 0.74541 4.15458 847.91209 8075.13428
11073 0.0024 0.74541 7.70285 9862.24597 4006.38428
11074 0.0024 0.74541 5.26807 1655.67782 7156.38428
11075 0.0024 0.74541 4.36311 664.3452 5913.61084
11076 0.0024 0.74541 9.32816 23571.85706 8013.61084
11077 0.0024 0.74541 6.68992 3166.05751 7357.36084
11078 0.0024 0.74541 3.52358 380.37004 6504.23584
11079 0.0024 0.74541 4.26073 928.33837 4929.23584
11080 0.0024 0.74541 5.94099 4424.16483 6372.98584
11081 0.0024 0.74541 4.91313 1812.72239 6897.98584
11082 0.0024 0.74541 3.05569 475.42422 7685.48584
11083 0.0024 0.74541 7.89966 6911.64302 7160.48584
11084 0.0024 0.74541 7.26967 5846.89169 5880.79834
11085 0.0024 0.74541 5.59857 4184.2011 4896.42334
11086 0.0024 0.74541 4.62996 1714.40154 4371.42334
11087 0.0024 0.74541 9.00176 15953.74143 5683.92334
11088 0.0024 0.74541 6.15641 2678.32052 6733.92334
11089 0.0024 0.74541 3.01962 230.2701 4765.17334
11090 0.0024 0.74541 3.65134 562.0016 6340.17334
11091 0.0024 0.74541 3.34026 250.36042 5503.45459
11092 0.0024 0.74541 7.14135 8883.12296 7603.45459
11093 0.0024 0.74541 4.03906 611.03442 7078.45459
11094 0.0024 0.74541 6.19306 2911.99533 5634.70459
11095 0.0024 0.74541 5.1216 1193.13799 5109.70459
11096 0.0024 0.74541 10.94978 42334.13338 7209.70459
11097 0.0024 0.74541 8.23485 11103.00854 4847.20459
11098 0.0024 0.74541 5.63191 1863.97753 7997.20459
11099 0.0024 0.74541 4.76945 1067.21808 6094.07959
11100 0.0024 0.74541 10.1969 37866.32638 3994.07959
11101 0.0024 0.74541 6.65033 5086.02129 4650.32959
11102 0.0024 0.74541 3.38016 722.30717 6848.76709
11103 0.0024 0.74541 8.7385 10500.7888 6323.76709
11104 0.0024 0.74541 3.22338 369.91073 7242.51709
11105 0.0024 0.74541 3.89773 902.81117 5667.51709
11106 0.0024 0.74541 9.84009 14673.5239 7439.39209
11107 0.0024 0.74541 10.31868 18340.42621 6783.14209
11108 0.0024 0.74541 7.76022 4810.15891 5470.64209
11109 0.0024 0.74541 9.35589 11904.58092 5331.18896
11110 0.0024 0.74541 3.97956 1279.27558 4543.68896
11111 0.0024 0.74541 10.78848 23245.51173 4674.93896
11112 0.0024 0.74541 8.11354 6096.61979 7562.43896
11113 0.0024 0.74541 4.69919 2234.35209 5528.06396
11114 0.0024 0.74541 3.53405 586.00539 4740.56396
11115 0.0024 0.74541 9.13635 8519.25487 4215.56396
11116 0.0024 0.74541 3.06477 468.84211 5134.31396
11117 0.0024 0.74541 4.53476 865.83046 3985.87646
11118 0.0024 0.74541 9.69514 30720.82408 6085.87646
11119 0.0024 0.74541 6.95311 6446.26064 6742.12646
11120 0.0024 0.74541 7.46649 7206.84798 5495.25146
11121 0.0024 0.74541 9.02852 17589.1706 7070.25146
11122 0.0024 0.74541 5.88832 3690.79872 7726.50146
11123 0.0024 0.74541 4.86958 1512.23875 7201.50146
11124 0.0024 0.74541 3.66219 396.61612 4839.00146
11125 0.0024 0.74541 7.82963 14072.47097 6939.00146
11126 0.0024 0.74541 5.35478 2362.49208 5889.00146
11127 0.0024 0.74541 5.32308 3394.62837 6988.22021
11128 0.0024 0.74541 4.40213 1390.88824 6463.22021
11129 0.0024 0.74541 8.55881 12943.21712 7775.72021
11130 0.0024 0.74541 5.85347 2172.91249 4625.72021
11131 0.0024 0.74541 3.1571 291.85507 6856.97021
11132 0.0024 0.74541 3.81758 712.30704 4231.97021
11133 0.0024 0.74541 7.60065 4743.56369 7972.59521
11134 0.0024 0.74541 4.95708 995.35897 5216.34521
11135 0.0024 0.74541 10.59805 35316.66911 7316.34521
11136 0.0024 0.74541 3.35019 308.59294 4396.03271
11137 0.0024 0.74541 4.05107 753.15781 7021.03271
11138 0.0024 0.74541 6.21147 5607.39289 4264.78271
11139 0.0024 0.74541 5.13682 2297.52892 4789.78271
11140 0.0024 0.74541 8.25933 8760.13878 5052.28271
11141 0.0024 0.74541 5.64865 1470.65562 6102.28271
11142 0.0024 0.74541 9.75286 19123.76888 5905.40771
11143 0.0024 0.74541 10.22721 15300.24856 3936.65771
11144 0.0024 0.74541 6.36073 4012.80898 5249.15771
11145 0.0024 0.74541 4.34695 1615.77218 8040.271
11146 0.0024 0.74541 3.95307 423.76992 4102.771
11147 0.0024 0.74541 8.45152 15035.92418 6202.771
11148 0.0024 0.74541 5.78009 2524.23699 5152.771
11149 0.0024 0.74541 3.11752 217.02268 7384.021
11150 0.0024 0.74541 6.66515 7700.25535 5284.021
11151 0.0024 0.74541 3.76973 529.6697 5809.021
11152 0.0024 0.74541 7.50537 5510.52056 6399.646
11153 0.0024 0.74541 10.46519 26261.38502 6793.396
11154 0.0024 0.74541 3.38769 400.78492 5973.0835
11155 0.0024 0.74541 4.09641 978.16333 7548.0835
11156 0.0024 0.74541 6.281 4661.61473 5841.8335
11157 0.0024 0.74541 5.19432 1910.01324 5316.8335
11158 0.0024 0.74541 3.23057 500.94077 4004.3335
11159 0.0024 0.74541 8.35177 7282.59866 4529.3335
11160 0.0024 0.74541 9.86202 24836.98511 4332.4585
11161 0.0024 0.74541 6.43193 3335.98337 4726.2085
11162 0.0024 0.74541 9.46061 13829.35745 4808.23975
11163 0.0024 0.74541 7.11491 3627.03713 5595.73975
11164 0.0024 0.74541 10.90923 17285.3032 5201.98975
11165 0.0024 0.74541 3.57361 680.7529 5267.61475
11166 0.0024 0.74541 9.23861 9896.67941 5792.61475
11167 0.0024 0.74541 3.09907 348.6298 4611.36475
11168 0.0024 0.74541 3.74741 850.87253 6186.36475
11169 0.0024 0.74541 4.47791 1124.49687 5562.92725
11170 0.0024 0.74541 6.86595 5358.99377 7269.17725
11171 0.0024 0.74541 3.44856 263.79755 6022.30225
11172 0.0024 0.74541 7.37289 9359.89015 3922.30225
11173 0.0024 0.74541 4.17002 643.82932 4447.30225
11174 0.0024 0.74541 8.91534 22843.92638 6547.30225
11175 0.0024 0.74541 5.81451 3068.28539 6153.55225
11176 0.0024 0.74541 4.80854 1257.17505 6678.55225
11177 0.0024 0.74541 3.61629 329.72035 5366.05225
11178 0.0024 0.74541 7.73149 11698.91948 7466.05225
11179 0.0024 0.74541 5.28765 1964.0193 4316.05225
11180 0.0024 0.74541 3.29839 214.01807 3930.50537
11181 0.0024 0.74541 7.05183 7593.64761 6030.50537
11182 0.0024 0.74541 3.98843 522.33658 6555.50537
11183 0.0024 0.74541 8.52711 18533.20115 4455.50537
11184 0.0024 0.74541 6.11543 3888.88803 4061.75537
11185 0.0024 0.74541 5.0574 1593.4023 4586.75537
11186 0.0024 0.74541 3.80344 417.90295 7474.25537
11187 0.0024 0.74541 8.13162 14827.75629 5374.25537
11188 0.0024 0.74541 5.56131 2489.28968 6424.25537
11189 0.0024 0.74541 4.70966 912.30056 7671.13037
11190 0.0024 0.74541 10.06907 32369.64522 5571.13037
11191 0.0024 0.74541 3.0716 191.4313 7277.38037
11192 0.0024 0.74541 6.56696 6792.23869 5177.38037
11193 0.0024 0.74541 4.54486 2105.81003 6063.31787
11194 0.0024 0.74541 3.41799 552.29256 7375.81787
11195 0.0024 0.74541 8.83631 8029.14294 7900.81787
11196 0.0024 0.74541 3.25946 441.86967 6719.56787
11197 0.0024 0.74541 3.94136 1078.43553 4094.56787
11198 0.0024 0.74541 9.95023 11219.71149 6916.44287
11199 0.0024 0.74541 4.23237 1205.67898 7178.94287
11200 0.0024 0.74541 10.43418 21908.19962 7310.19287
11201 0.0024 0.74541 7.84708 5745.88182 4947.69287
11202 0.0024 0.74541 9.43257 20150.16304 6440.66162
11203 0.0024 0.74541 10.8769 16121.4301 7621.91162
11204 0.0024 0.74541 6.7648 4228.18094 6834.41162
11205 0.0024 0.74541 3.56301 325.15547 8081.28662
11206 0.0024 0.74541 7.61759 11536.95143 5981.28662
11207 0.0024 0.74541 4.30842 793.58064 5456.28662
11208 0.0024 0.74541 4.96813 2420.83988 7425.03662
11209 0.0024 0.74541 7.98808 9230.30527 6637.53662
11210 0.0024 0.74541 5.46314 1549.58736 5587.53662
11211 0.0024 0.74541 7.17854 4470.66692 4307.84912
11212 0.0024 0.74541 5.52839 3199.33572 5423.47412
11213 0.0024 0.74541 4.57192 1310.87057 5948.47412
11214 0.0024 0.74541 8.88892 12198.59505 4110.97412
11215 0.0024 0.74541 6.07923 2047.90504 7260.97412
11216 0.0024 0.74541 3.60557 671.32808 7917.22412
11217 0.0024 0.74541 9.30742 9691.86756 6133.04443
11218 0.0024 0.74541 6.9997 6203.79546 7445.54443
11219 0.0024 0.74541 10.73259 29565.31229 7839.29443
11220 0.0024 0.74541 5.65284 3551.97557 6461.16943
11221 0.0024 0.74541 4.67484 1455.35845 6986.16943
11222 0.0024 0.74541 9.08902 13543.1588 7248.66943
11223 0.0024 0.74541 6.21608 2273.63094 4098.66943
11224 0.0024 0.74541 3.04889 195.47669 6329.91943
11225 0.0024 0.74541 6.51841 6935.7746 4229.91943
11226 0.0024 0.74541 3.68673 477.08413 4754.91943
11227 0.0024 0.74541 9.64491 22371.17117 5378.35693
11228 0.0024 0.74541 3.91222 1231.1578 5247.10693
11229 0.0024 0.74541 3.47425 451.20741 4918.98193
11230 0.0024 0.74541 4.20108 1101.2254 6493.98193
11231 0.0024 0.74541 5.85781 5248.08935 4787.73193
11232 0.0024 0.74541 4.84435 2150.31072 4262.73193
11233 0.0024 0.74541 7.78907 8198.81752 5575.23193
11234 0.0024 0.74541 5.32704 1376.42078 6625.23193
11235 0.0024 0.74541 3.33283 613.16781 4213.51318
11236 0.0024 0.74541 8.61616 8914.13785 4738.51318
11237 0.0024 0.74541 3.17825 314.01786 5657.26318
11238 0.0024 0.74541 3.84316 766.39797 7232.26318
11239 0.0024 0.74541 10.17422 15569.21965 5854.13818
11240 0.0024 0.74541 4.32764 1673.08053 4016.63818
11241 0.0024 0.74541 10.66906 19459.95563 4147.88818
11242 0.0024 0.74541 3.37264 296.98574 7068.20068
11243 0.0024 0.74541 7.21058 10537.45167 4968.20068
11244 0.0024 0.74541 4.07821 724.82906 5493.20068
11245 0.0024 0.74541 6.25309 3454.30432 7199.45068
11246 0.0024 0.74541 5.17124 1415.3394 7724.45068
11247 0.0024 0.74541 8.31467 13170.75271 6411.95068
11248 0.0024 0.74541 5.6865 2211.11126 5361.95068
11249 0.0024 0.74541 4.59232 1012.85691 4508.82568
11250 0.0024 0.74541 6.40335 4826.95328 6215.07568
11251 0.0024 0.74541 4.36635 821.72743 6617.02881
11252 0.0024 0.74541 6.69489 6117.90577 4123.27881
11253 0.0024 0.74541 7.53886 8548.99933 7076.40381
11254 0.0024 0.74541 4.26389 588.05139 7601.40381
11255 0.0024 0.74541 9.11603 20864.85079 5501.40381
11256 0.0024 0.74541 5.9454 4378.14643 5107.65381
11257 0.0024 0.74541 4.91678 1793.86718 5632.65381
11258 0.0024 0.74541 3.69769 470.47904 6420.15381
11259 0.0024 0.74541 5.40668 2802.46555 7470.15381
11260 0.0024 0.74541 9.67358 12631.25589 7962.34131
11261 0.0024 0.74541 4.11469 1357.36465 6124.84131
11262 0.0024 0.74541 8.38904 6468.76737 5993.59131
11263 0.0024 0.74541 4.6334 1896.74537 7109.21631
11264 0.0024 0.74541 3.48457 497.46099 6321.71631
11265 0.0024 0.74541 5.09506 2963.18682 5271.71631
11266 0.0024 0.74541 3.02186 398.00088 7765.46631
11267 0.0024 0.74541 3.30329 366.06306 7027.18506
11268 0.0024 0.74541 3.99435 893.42049 4402.18506
11269 0.0024 0.74541 5.06491 2725.40412 6370.93506
11270 0.0024 0.74541 8.1437 10391.5638 7683.43506
11271 0.0024 0.74541 5.56957 1744.53991 4533.43506
11272 0.0024 0.74541 10.08403 18149.65642 7486.56006
11273 0.0024 0.74541 10.57448 14520.89577 6567.81006
11274 0.0024 0.74541 6.57672 3808.40747 7880.31006
11275 0.0024 0.74541 5.37468 2881.70592 4369.37256
11276 0.0024 0.74541 4.44481 1180.72745 4894.37256
11277 0.0024 0.74541 8.64177 10987.51948 5156.87256
11278 0.0024 0.74541 5.91021 1844.58919 6206.87256
11279 0.0024 0.74541 3.1877 247.75627 4238.12256
11280 0.0024 0.74541 6.81519 8790.72427 6338.12256
11281 0.0024 0.74541 3.85459 604.67868 6863.12256
11282 0.0024 0.74541 7.31839 5033.11853 5353.74756
11283 0.0024 0.74541 4.77299 1056.1173 7847.49756
11284 0.0024 0.74541 10.20447 37472.45599 5747.49756
11285 0.0024 0.74541 3.26445 362.01876 5219.80591
11286 0.0024 0.74541 3.94739 883.54989 7844.80591
11287 0.0024 0.74541 5.00536 2695.29359 5876.05591
11288 0.0024 0.74541 8.04795 10276.7568 4038.55591
11289 0.0024 0.74541 5.50409 1725.26606 7188.55591
11290 0.0024 0.74541 9.96547 17949.13728 4760.43091
11291 0.0024 0.74541 10.45016 14360.46752 5154.18091
11292 0.0024 0.74541 6.49939 3766.33182 4366.68091
11293 0.0024 0.74541 5.43913 2849.86855 7877.61841
11294 0.0024 0.74541 4.4981 1167.68265 7352.61841
11295 0.0024 0.74541 8.74539 10866.12831 6565.11841
11296 0.0024 0.74541 5.98107 1824.20999 5515.11841
11297 0.0024 0.74541 3.22592 245.01904 8008.86841
11298 0.0024 0.74541 6.8969 8693.6035 5908.86841
11299 0.0024 0.74541 3.9008 597.99813 5383.86841
11300 0.0024 0.74541 7.40614 4977.51215 6893.24341
11301 0.0024 0.74541 4.83022 1044.44922 4399.49341
11302 0.0024 0.74541 10.32682 37058.4567 6499.49341
11303 0.0024 0.74541 4.4187 812.6489 5137.77466
11304 0.0024 0.74541 9.44702 28833.8712 7237.77466
11305 0.0024 0.74541 6.77516 6050.31455 7631.52466
11306 0.0024 0.74541 7.62926 8454.54917 4678.39966
11307 0.0024 0.74541 4.31501 581.55454 4153.39966
11308 0.0024 0.74541 9.22534 20634.33391 6253.39966
11309 0.0024 0.74541 6.01669 4329.77625 6647.14966
11310 0.0024 0.74541 4.97574 1774.04836 6122.14966
11311 0.0024 0.74541 3.74203 465.28115 5859.64966
11312 0.0024 0.74541 5.47151 2771.50365 4809.64966
11313 0.0024 0.74541 9.55985 12491.70456 4317.46216
11314 0.0024 0.74541 4.06632 1342.36835 5629.96216
11315 0.0024 0.74541 8.29041 6397.2998 6286.21216
11316 0.0024 0.74541 4.57893 1875.78995 4645.58716
11317 0.0024 0.74541 3.44361 491.965 5958.08716
11318 0.0024 0.74541 5.03516 2930.44925 7008.08716
11319 0.0024 0.74541 3.29365 623.53939 8066.29028
11320 0.0024 0.74541 8.51486 9064.91824 7541.29028
11321 0.0024 0.74541 3.14089 319.32939 6097.54028
11322 0.0024 0.74541 3.79798 779.3614 4522.54028
11323 0.0024 0.74541 10.05461 15832.56908 6425.66528
11324 0.0024 0.74541 10.54363 19789.11588 7606.91528
11325 0.0024 0.74541 7.9294 5190.10796 4194.41528
11326 0.0024 0.74541 3.41308 302.00918 4686.60278
11327 0.0024 0.74541 7.29703 10715.69001 6786.60278
11328 0.0024 0.74541 4.12711 737.08936 6261.60278
11329 0.0024 0.74541 6.32807 3512.73301 4555.35278
11330 0.0024 0.74541 5.23325 1439.27951 4030.35278
11331 0.0024 0.74541 8.41437 13393.53268 5867.85278
11332 0.0024 0.74541 5.75468 2248.51165 6917.85278
11333 0.0024 0.74541 4.64739 1029.98913 7245.97778
11334 0.0024 0.74541 6.48013 4908.59998 5539.72778
11335 0.0024 0.74541 9.41902 9855.80306 5588.94653
11336 0.0024 0.74541 7.08363 6308.7311 4801.44653
11337 0.0024 0.74541 10.86127 30065.4021 4407.69653
11338 0.0024 0.74541 5.72062 3612.05635 5785.82153
11339 0.0024 0.74541 4.73089 1479.97547 5260.82153
11340 0.0024 0.74541 9.198 13772.23792 4473.32153
11341 0.0024 0.74541 6.29062 2312.08884 7623.32153
11342 0.0024 0.74541 3.08545 198.78313 5917.07153
11343 0.0024 0.74541 6.59657 7053.09148 8017.07153
11344 0.0024 0.74541 3.73094 485.15389 7492.07153
11345 0.0024 0.74541 4.45823 641.17011 4768.63403
11346 0.0024 0.74541 9.53152 22749.57389 6868.63403
11347 0.0024 0.74541 6.83576 3055.61242 6474.88403
11348 0.0024 0.74541 3.4334 458.83947 7328.00903
11349 0.0024 0.74541 4.15169 1119.85235 5753.00903
11350 0.0024 0.74541 4.7874 2186.68269 7984.25903
11351 0.0024 0.74541 7.6975 8337.49846 6146.75903
11352 0.0024 0.74541 5.26441 1399.70259 5096.75903
11353 0.0024 0.74541 9.32168 19927.5421 5806.32935
11354 0.0024 0.74541 10.74902 15943.31899 4100.07935
11355 0.0024 0.74541 6.68527 4181.46759 5412.57935
11356 0.0024 0.74541 3.52113 321.56312 4165.70435
11357 0.0024 0.74541 7.52803 11409.49009 6265.70435
11358 0.0024 0.74541 4.25776 784.81309 6790.70435
11359 0.0024 0.74541 4.90972 2394.0942 4821.95435
11360 0.0024 0.74541 7.89417 9128.32797 5084.45435
11361 0.0024 0.74541 5.39892 1532.46737 6134.45435
11362 0.0024 0.74541 7.26462 4421.27456 7939.14185
11363 0.0024 0.74541 5.59468 3163.98915 6823.51685
11364 0.0024 0.74541 4.62674 1296.38795 6298.51685
11365 0.0024 0.74541 8.9955 12063.8238 7611.01685
11366 0.0024 0.74541 6.15213 2025.27959 4461.01685
11367 0.0024 0.74541 3.01752 272.02573 6954.76685
11368 0.0024 0.74541 3.6488 663.91119 4329.76685
11369 0.0024 0.74541 7.13639 7509.75226 5724.2981
11370 0.0024 0.74541 4.03625 516.56575 5199.2981
11371 0.0024 0.74541 8.62936 18328.44457 7299.2981
11372 0.0024 0.74541 6.18876 3845.92323 7693.0481
11373 0.0024 0.74541 5.11804 1575.79824 7168.0481
11374 0.0024 0.74541 3.84905 413.28592 4805.5481
11375 0.0024 0.74541 8.22912 14663.93782 6905.5481
11376 0.0024 0.74541 5.62799 2461.78777 5855.5481
11377 0.0024 0.74541 4.76613 902.22137 4083.6731
11378 0.0024 0.74541 10.18981 32012.02227 6183.6731
11379 0.0024 0.74541 3.10843 189.31634 4477.4231
11380 0.0024 0.74541 6.6457 6717.19739 6577.4231
11381 0.0024 0.74541 3.37781 546.19077 4903.9856
11382 0.0024 0.74541 8.73242 7940.4362 4378.9856
11383 0.0024 0.74541 3.22114 436.98785 5035.2356
11384 0.0024 0.74541 3.89502 1066.52088 7660.2356
11385 0.0024 0.74541 9.83325 11095.75504 5363.3606
11386 0.0024 0.74541 4.18261 1192.35852 4575.8606
11387 0.0024 0.74541 10.31151 21666.15573 4444.6106
11388 0.0024 0.74541 7.75483 5682.40077 7332.1106
11389 0.0024 0.74541 9.34939 14063.27755 7471.56372
11390 0.0024 0.74541 6.39415 2360.94869 4321.56372
11391 0.0024 0.74541 7.03126 3688.38755 6159.06372
11392 0.0024 0.74541 10.78098 17577.67975 6552.81372
11393 0.0024 0.74541 3.53159 692.26767 7012.18872
11394 0.0024 0.74541 9.13 10064.07925 6487.18872
11395 0.0024 0.74541 3.06264 354.52678 7143.43872
11396 0.0024 0.74541 3.70336 865.26482 5568.43872
11397 0.0024 0.74541 4.5316 1143.51745 6191.87622
11398 0.0024 0.74541 6.94827 5449.6398 4485.62622
11399 0.0024 0.74541 3.48991 268.25962 5732.50122
11400 0.0024 0.74541 7.4613 9518.21034 7832.50122
11401 0.0024 0.74541 4.22002 654.71953 7307.50122
11402 0.0024 0.74541 9.02224 23230.32565 5207.50122
11403 0.0024 0.74541 5.88423 3120.18466 5601.25122
11404 0.0024 0.74541 4.86619 1278.43985 5076.25122
11405 0.0024 0.74541 3.65965 335.29749 6913.75122
11406 0.0024 0.74541 7.82419 11896.80376 4813.75122
11407 0.0024 0.74541 5.35105 1997.2402 7963.75122
11408 0.0024 0.74541 4.39907 1643.10256 4206.71997
11409 0.0024 0.74541 4.00047 430.93788 7619.21997
11410 0.0024 0.74541 8.55286 15290.25305 5519.21997
11411 0.0024 0.74541 5.8494 2566.93383 6569.21997
11412 0.0024 0.74541 3.1549 220.69357 4862.96997
11413 0.0024 0.74541 6.74507 7830.50323 6962.96997
11414 0.0024 0.74541 3.81493 538.62893 6437.96997
11415 0.0024 0.74541 7.59537 5603.72963 5847.34497
11416 0.0024 0.74541 10.59068 26705.58973 5453.59497
11417 0.0024 0.74541 3.34786 407.5641 6273.90747
11418 0.0024 0.74541 4.04825 994.70871 4698.90747
11419 0.0024 0.74541 6.20715 4740.46476 6405.15747
11420 0.0024 0.74541 5.13325 1942.32063 6930.15747
11421 0.0024 0.74541 3.19258 509.41405 7717.65747
11422 0.0024 0.74541 8.25358 7405.78198 7192.65747
11423 0.0024 0.74541 4.55858 711.8417 5814.53247
11424 0.0024 0.74541 9.74608 25257.09646 7914.53247
11425 0.0024 0.74541 10.2201 12934.76143 6208.28247
11426 0.0024 0.74541 6.35631 3392.41069 7520.78247
11427 0.0024 0.74541 5.2605 3333.804 5258.77075
11428 0.0024 0.74541 4.35038 1365.96655 5783.77075
11429 0.0024 0.74541 8.45819 12711.30278 3946.27075
11430 0.0024 0.74541 5.78465 2133.97862 7096.27075
11431 0.0024 0.74541 3.11998 286.62566 5390.02075
11432 0.0024 0.74541 3.7727 699.54404 8015.02075
11433 0.0024 0.74541 7.51129 4658.56933 4274.39575
11434 0.0024 0.74541 4.8988 977.5243 7030.64575
11435 0.0024 0.74541 10.47345 34683.8711 4930.64575
11436 0.0024 0.74541 3.39036 303.06362 7850.95825
11437 0.0024 0.74541 7.24846 10753.10319 5750.95825
11438 0.0024 0.74541 4.09964 739.66286 5225.95825
11439 0.0024 0.74541 6.28595 5506.92058 7982.20825
11440 0.0024 0.74541 5.19842 2256.36219 7457.20825
11441 0.0024 0.74541 3.23311 591.778 6144.70825
11442 0.0024 0.74541 8.35836 8603.17612 6669.70825
11443 0.0024 0.74541 9.8698 18781.11247 6341.58325
11444 0.0024 0.74541 10.34984 15026.10134 7785.33325
11445 0.0024 0.74541 6.437 3940.90815 6997.83325
11446 0.0024 0.74541 9.46807 11691.27668 6948.6145
11447 0.0024 0.74541 4.02728 1256.35374 7211.1145
11448 0.0024 0.74541 10.91784 22829.00265 7079.8645
11449 0.0024 0.74541 8.21082 5987.3816 4717.3645
11450 0.0024 0.74541 4.75553 2194.31736 6226.7395
11451 0.0024 0.74541 3.57642 575.50545 7539.2395
11452 0.0024 0.74541 5.22937 3428.06808 4389.2395
11453 0.0024 0.74541 3.10152 460.44148 6620.4895
